Sezon;Data;Gospodarz;Gość;Wynik;Rola;Przeciwnik;Zawodnik;Minuty;Gole;Status;Karne;Żółte;Czerwone;Wejście;Zejście
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Daniel Bujok;54;0;Zszedł;0;0;0;0;54
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Marcin Wodecki;36;0;Wszedł;0;0;0;54;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Adam Deja;72;0;Zszedł;0;1;0;0;72
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Kamil Kurowski;18;0;Wszedł;0;1;0;72;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Rudolf Urban;61;0;Zszedł;0;0;0;0;61
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Fabian Pawela;29;0;Wszedł;0;0;0;61;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Frank Adu Kwame;90;0;Cały mecz;0;0;0;0;0
2013/2014;23 września 2013 18:00;Pogoń Szczecin;Podbeskidzie Bielsko-Biała;2 - 1;Gość;Pogoń Szczecin;Piotr Malinowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Richard Zajac;90;0;Cały mecz;0;1;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Frank Adu Kwame;90;0;Cały mecz;0;1;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Marek Sokołowski;90;1;Cały mecz;1;0;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Dariusz Łatka;90;0;Cały mecz;0;1;1;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Maciej Iwański;90;0;Cały mecz;0;0;0;0;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Fabian Pawela;69;0;Zszedł;0;0;0;0;69
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Anton Sloboda;21;0;Wszedł;0;0;0;69;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Piotr Malinowski;88;0;Zszedł;0;0;0;0;88
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Damian Chmiel;2;0;Wszedł;0;0;0;88;0
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Mikołaj Lebedyński;65;0;Zszedł;0;0;0;0;65
2013/2014;28 marca 2014 18:00;Ruch Chorzów;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Ruch Chorzów;Jan Blažek;25;0;Wszedł;0;0;0;65;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Błażej Telichowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Piotr Malinowski;71;0;Zszedł;0;0;0;0;71
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Dariusz Kołodziej;19;0;Wszedł;0;0;0;71;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Anton Sloboda;90;0;Cały mecz;0;1;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Fabian Pawela;90;0;Cały mecz;0;0;0;0;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Frank Adu Kwame;59;0;Zszedł;0;0;0;0;59
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Aleksander Jagiełło;31;0;Wszedł;0;0;0;59;0
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Sebastian Bartlewski;46;0;Zszedł;0;0;0;0;46
2013/2014;31 października 2013 18:00;Śląsk Wrocław;Podbeskidzie Bielsko-Biała;4 - 0;Gość;Śląsk Wrocław;Marcin Wodecki;44;0;Wszedł;0;0;0;46;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Ladislav Rybánsky;90;0;Cały mecz;0;0;0;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Marek Sokołowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Wojciech Szymanek;52;0;Zszedł;0;0;0;0;52
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Błażej Telichowski;38;0;Wszedł;0;0;0;52;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Daniel Bujok;66;0;Zszedł;0;1;0;0;66
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Krzysztof Chrapek;24;0;Wszedł;0;1;0;66;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Dariusz Łatka;90;0;Cały mecz;0;1;1;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Rudolf Urban;72;1;Zszedł;0;0;0;0;72
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Fabian Pawela;18;0;Wszedł;0;0;0;72;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Aleksander Jagiełło;90;0;Cały mecz;0;0;0;0;0
2013/2014;13 września 2013 18:00;Widzew Łódź;Podbeskidzie Bielsko-Biała;1 - 1;Gość;Widzew Łódź;Marcin Wodecki;90;0;Cały mecz;0;0;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Tomasz Górkiewicz;90;0;Cały mecz;0;1;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Dariusz Pietrasiak;33;0;Zszedł;0;0;0;0;33
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Błażej Telichowski;57;0;Wszedł;0;0;0;33;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Przemysław Pietruszka;90;0;Cały mecz;0;1;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Dariusz Łatka;90;0;Cały mecz;0;1;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Maciej Iwański;90;0;Cały mecz;0;0;0;0;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Damian Chmiel;74;0;Zszedł;0;1;0;0;74
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Piotr Malinowski;16;0;Wszedł;0;1;0;74;0
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Jan Blažek;29;0;Zszedł;0;0;0;0;29
2013/2014;12 kwietnia 2014 18:00;Wisła Kraków;Podbeskidzie Bielsko-Biała;0 - 1;Gość;Wisła Kraków;Krzysztof Chrapek;61;0;Wszedł;0;0;0;29;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Marek Sokołowski;90;0;Cały mecz;0;1;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Tomasz Górkiewicz;54;0;Zszedł;0;0;0;0;54
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Frank Adu Kwame;36;0;Wszedł;0;0;0;54;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Aleksander Jagiełło;62;0;Zszedł;0;0;0;0;62
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Marcin Wodecki;28;0;Wszedł;0;0;0;62;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Dariusz Łatka;90;0;Cały mecz;0;1;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Anton Sloboda;90;1;Cały mecz;0;1;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Fabian Pawela;90;1;Cały mecz;0;0;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Piotr Malinowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Krzysztof Chrapek;46;0;Zszedł;0;0;0;0;46
2013/2014;5 grudnia 2013 20:30;Zagłębie Lubin;Podbeskidzie Bielsko-Biała;3 - 2;Gość;Zagłębie Lubin;Adam Deja;44;0;Wszedł;0;0;0;46;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Ladislav Rybánsky;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Marek Sokołowski;90;1;Cały mecz;0;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Bartłomiej Konieczny;90;0;Cały mecz;0;1;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Błażej Telichowski;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Damian Chmiel;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Dariusz Łatka;90;0;Cały mecz;0;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Adam Deja;46;0;Zszedł;0;0;0;0;46
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Anton Sloboda;44;0;Wszedł;0;0;0;46;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Marcin Wodecki;90;1;Cały mecz;1;0;0;0;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Piotr Malinowski;46;0;Zszedł;0;0;0;0;46
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Aleksander Jagiełło;44;0;Wszedł;0;0;0;46;0
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Krzysztof Chrapek;56;0;Zszedł;0;0;0;0;56
2013/2014;24 sierpnia 2013 15:30;Zawisza Bydgoszcz;Podbeskidzie Bielsko-Biała;2 - 2;Gość;Zawisza Bydgoszcz;Fabian Pawela;34;0;Wszedł;0;0;0;56;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Michal Peškovič;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Dariusz Pietrasiak;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Adam Pazio;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Damian Chmiel;82;2;Zszedł;0;0;0;0;82
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Frank Adu Kwame;8;0;Wszedł;0;0;0;82;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Anton Sloboda;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Maciej Iwański;90;0;Cały mecz;0;1;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Róbert Demjan;46;0;Zszedł;0;0;0;0;46
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Sylwester Patejuk;44;0;Wszedł;0;0;0;46;0
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Maciej Korzym;58;1;Zszedł;0;0;0;0;58
2014/2015;23 sierpnia 2014 15:30;Cracovia;Podbeskidzie Bielsko-Biała;1 - 3;Gość;Cracovia;Krzysztof Chrapek;32;0;Wszedł;0;0;0;58;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Michal Peškovič;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Tomasz Górkiewicz;90;0;Cały mecz;0;1;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Pavol Staňo;90;0;Cały mecz;0;1;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Piotr Tomasik;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Sylwester Patejuk;72;0;Zszedł;0;0;0;0;72
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Frank Adu Kwame;18;0;Wszedł;0;0;0;72;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Kristián Kolčák;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Maciej Iwański;90;2;Cały mecz;1;0;0;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Marek Sokołowski;79;0;Zszedł;0;1;0;0;79
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Dariusz Kołodziej;11;0;Wszedł;0;1;0;79;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Bartosz Śpiączka;90;0;Cały mecz;0;1;1;0;0
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Piotr Malinowski;23;0;Zszedł;0;0;0;0;23
2014/2015;14 lutego 2015 15:30;GKS Bełchatów;Podbeskidzie Bielsko-Biała;1 - 2;Gość;GKS Bełchatów;Róbert Demjan;67;0;Wszedł;0;0;0;23;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Tomasz Górkiewicz;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Pavol Staňo;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Piotr Tomasik;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Damian Chmiel;90;0;Cały mecz;0;1;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Adam Deja;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Maciej Iwański;90;0;Cały mecz;0;0;0;0;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Adam Pazio;46;0;Zszedł;0;0;0;0;46
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Anton Sloboda;44;0;Wszedł;0;0;0;46;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Bartosz Śpiączka;56;0;Zszedł;0;0;0;0;56
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Maciej Korzym;34;0;Wszedł;0;0;0;56;0
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Piotr Malinowski;88;0;Zszedł;0;0;0;0;88
2014/2015;13 kwietnia 2015 18:00;Górnik Łęczna;Podbeskidzie Bielsko-Biała;0 - 0;Gość;Górnik Łęczna;Frank Adu Kwame;2;0;Wszedł;0;0;0;88;0
2014/2015;14 marca 2015 15:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Górnik Zabrze;Richard Zajac;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 marca 2015 15:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Górnik Zabrze;Marek Sokołowski;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 marca 2015 15:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Górnik Zabrze;Kristián Kolčák;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 marca 2015 15:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Górnik Zabrze;Pavol Staňo;90;0;Cały mecz;0;0;0;0;0
2014/2015;14 marca 2015 15:30;Górnik Zabrze;Podbeskidzie Bielsko-Biała;3 - 3;Gość;Górnik Zabrze;Bartłomiej Konieczny;90;0;Cały mecz;0;0;0;0;0
